Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Density,dHmix,dSmix,Tm,ASD,END,VEC,Phase,,,
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + BCC,0.048073539,4.807353884,1.2822354
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + BCC,0.053807622,5.380762195,1.2768525
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + BCC,0.048073539,4.807353884,1.2822354
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.07,-4.78,14.9,1629.938,5.280640432,0.12,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1,0.2,0.2,0.2,0.2,0,0,0.1,0,0,0,0,0,0,6.9525,-15.52,14.5342,1784.8,6.252018873,0.1316,7.6,FCC + BCC,0.062520189,6.252018873,1.2868
0.16,0.2,0.2,0.2,0.2,0,0,0.04,0,0,0,0,0,0,6.3185,-21.9778,14.8417,1724.32,5.973694144,0.144,7.72,FCC + BCC,0.059736941,5.973694144,1.285
0.0699,0.1856,0.1876,0.1856,0.1856,0,0.1856,0,0,0,0,0,0,0,7.5082,-7.8165,14.5538,1741.1176,4.53056328,0.1392,7.8554,FCC + BCC,0.045305633,4.53056328,1.278742
0.08,0.184,0.184,0.184,0.184,0,0.184,0,0,0,0,0,0,0,7.4367,-8.2903,14.6289,1731.744,4.66829647,0.1393,7.84,FCC + BCC,0.046682965,4.66829647,1.280568
0.09,0.182,0.182,0.182,0.182,0,0.182,0,0,0,0,0,0,0,7.3658,-8.752,14.6927,1723.062,4.795875214,0.1393,7.82,FCC + BCC,0.047958752,4.795875214,1.282214
0.1,0.18,0.18,0.18,0.18,0,0.18,0,0,0,0,0,0,0,7.2955,-9.2016,14.7463,1714.38,4.916168464,0.1394,7.8,FCC + BCC,0.049161685,4.916168464,1.28386
0.11,0.178,0.178,0.178,0.178,0,0.178,0,0,0,0,0,0,0,7.2258,-9.6391,14.7907,1705.698,5.029727668,0.1394,7.78,FCC + BCC,0.050297277,5.029727668,1.285506
0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,7.0804,-4.7778,14.8975,1629.938,5.280640432,0.1191,8.335,FCC + BCC,0.052806404,5.280640432,1.2830899
0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0,0.1429,0,0,0,0,0,0,6.5949,-13.7959,16.1792,1674.5632,6.776936136,0.1426,7.7166,FCC + BCC,0.067769361,6.776936136,1.3088211
0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0,0,0.1429,0,0,0,0,0,6.9277,-7.7551,16.1792,1709.145,4.953424411,0.125,7.8595,FCC + BCC,0.049534244,4.953424411,1.2879577
0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,7.9304,-4.9,11.0651,1868.05,1.724828537,0.0874,7.9,FCC + BCC,0.017248285,1.724828537,1.25255
0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,7.9306,-4.67,9.8716,1870.05,1.720623695,0.0859,7.85,FCC + BCC,0.017206237,1.720623695,1.2528
0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,7.9304,-4.9,11.0651,1868.05,1.724828537,0.0874,7.9,FCC + BCC,0.017248285,1.724828537,1.25255
0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,7.9306,-4.67,9.8716,1870.05,1.720623695,0.0859,7.85,FCC + BCC,0.017206237,1.720623695,1.2528
0,0.2,0.26,0.2,0.14,0,0.2,0,0,0,0,0,0,0,7.9249,-3.7232,13.2296,1828.32,3.262141651,0.1355,7.76,FCC + BCC,0.032621417,3.262141651,1.26758
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.17,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC + BCC,0.003021159,0.302115885,1.24675
0.1111,0.2222,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,7.33,-9.09,13.15,1767.295,4.602555539,0.11,7.9992,FCC + BCC,0.046025555,4.602555539,1.2672066
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + BCC,0.038331814,3.833181374,1.2755
0,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0,0,0,7.6929,-3.52,11.0764,1883.6,3.283574153,0.1298,7.4,FCC + BCC,0.032835742,3.283574153,1.267
0,0,0.35,0.2,0.2,0.05,0.2,0,0,0,0,0,0,0,7.7818,-1.6,12.3294,1842.5,3.268190907,0.1346,7.65,FCC + BCC,0.032681909,3.268190907,1.26845
0,0,0.3,0.2,0.2,0.1,0.2,0,0,0,0,0,0,0,7.8708,0.08,12.9466,1801.4,3.248790727,0.1381,7.9,FCC + BCC,0.032487907,3.248790727,1.2699
0,0,0.25,0.2,0.2,0.15,0.2,0,0,0,0,0,0,0,7.96,1.52,13.2766,1760.3,3.225328437,0.1405,8.15,FCC + BCC,0.032253284,3.225328437,1.27135
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,8.05,4.16,13.3816,1727.2,3.14703294,0.1363,8.2,FCC + BCC,0.031470329,3.14703294,1.2738
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + BCC,0.048073539,4.807353884,1.2822354
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + BCC,0.03197742,3.197741982,1.2728
0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0,0,0,0,0,0,0,6.8732,-3.7778,14.8975,1614.2594,5.181922446,0.137,8.1453,FCC + BCC,0.051819224,5.181922446,1.2928163
0,0.2437,0.2437,0.2437,0.2437,0,0,0,0,0.0251,0,0,0,0,8.2007,-5.473,12.2121,1893.4334,2.29786855,0.1015,8.1676,FCC + Im,0.022978685,2.29786855,1.2511998
0,0.2407,0.2407,0.2407,0.2407,0,0,0,0,0.0373,0,0,0,0,8.2078,-6.2766,12.4206,1904.3702,2.770510176,0.1036,8.1296,FCC + Im,0.027705102,2.770510176,1.2536726
0,0.2378,0.2378,0.2378,0.2378,0,0,0,0,0.049,0,0,0,0,8.2145,-7.0248,12.5872,1914.712,3.146202186,0.1056,8.0924,FCC + Im,0.031462022,3.146202186,1.2559296
0,0.2321,0.2321,0.2321,0.2321,0,0,0,0,0.0717,0,0,0,0,8.227,-8.385,12.8389,1934.3068,3.742948675,0.109,8.0178,FCC + Im,0.037429487,3.742948675,1.259942
0,0.2267,0.2267,0.2267,0.2267,0,0,0,0,0.0934,0,0,0,0,8.2393,-9.6859,13.0299,1953.3511,4.20527843,0.1121,7.9481,FCC + Im,0.042052784,4.20527843,1.2640215
0,0.1739,0.1739,0.1739,0.1739,0,0.1739,0,0.1304,0,0,0,0,0,7.7349,-6.9565,14.8556,1850.8339,3.294732472,0.1369,7.608,FCC + Im,0.032947325,3.294732472,1.2736107
0,0.1667,0.1667,0.1667,0.1667,0,0.1667,0,0.1667,0,0,0,0,0,7.6567,-7.5556,14.8975,1865.1517,3.287810498,0.1361,7.5015,FCC + Im,0.032878105,3.287810498,1.2757551
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.0258,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,0.032694636,3.269463577,1.2674
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,0.044439699,4.443969945,1.266521
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,0.038331814,3.833181374,1.2755
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0,0.2381,0.2381,0.2381,0.2381,0,0,0,0,0,0.0476,0,0,0,8.31,-4.04,12.57,1920.5043,1.998207895,0.12,8.1429,FCC + Im,0.019982079,1.998207895,1.2522835
0,0.2381,0.2381,0.2381,0.2381,0,0,0,0,0,0.0476,0,0,0,8.31,-4.04,12.57,1920.5043,1.998207895,0.12,8.1429,FCC + Im,0.019982079,1.998207895,1.2522835
0,0.187,0.187,0.187,0.187,0.187,0,0,0,0.065,0,0,0,0,8.3713,-15.3853,14.6289,1832.245,3.571407404,0.1092,8.553,FCC + Im,0.035714074,3.571407404,1.26444
0,0.1803,0.1803,0.1803,0.1803,0.1803,0,0,0,0.0984,0,0,0,0,8.3839,-16.3722,14.8266,1864.5936,4.239049735,0.1156,8.4252,FCC + Im,0.042390497,4.239049735,1.2701931
0,0.1736,0.1736,0.1736,0.1736,0.1736,0,0,0,0.1322,0,0,0,0,8.3961,-17.2086,14.8962,1897.9298,4.76468036,0.121,8.2994,FCC + Im,0.047646804,4.76468036,1.2765178
0.0909,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0,0,0,0,7.6008,-2.6509,16.0063,1722.1278,4.807353884,0.1389,7.8174,FCC + Im,0.048073539,4.807353884,1.2822354
0,0.2222,0.2222,0.2222,0.2222,0,0,0,0.1111,0,0,0,0,0,7.9128,-7.0123,13.1459,1906.17,1.757946846,0.109,7.8881,FCC + Im,0.017579468,1.757946846,1.254319
0,0.2128,0.2128,0.2128,0.2128,0,0,0,0.1489,0,0,0,0,0,7.8228,-7.9131,13.3088,1918.255,1.980340169,0.112,7.7669,FCC + Im,0.019803402,1.980340169,1.257186
0,0.2083,0.2083,0.2083,0.2083,0,0,0,0.1667,0,0,0,0,0,7.781,-8.2986,13.3514,1923.4755,2.069519381,0.1132,7.7074,FCC + Im,0.020695194,2.069519381,1.2581693
0,0.2041,0.2041,0.2041,0.2041,0,0,0,0.1837,0,0,0,0,0,7.7413,-8.6464,13.3745,1929.0865,2.146086519,0.1142,7.6538,FCC + Im,0.021460865,2.146086519,1.2595959
0,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0,7.7034,-8.96,13.3816,1934,2.213558747,0.1151,7.6,FCC + Im,0.022135587,2.213558747,1.2606
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,0.032694636,3.269463577,1.2674
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,0.032694636,3.269463577,1.2674
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,0.024036241,2.403624139,1.2574
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,0.024036241,2.403624139,1.2574
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,0.024036241,2.403624139,1.2574
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,0.024036241,2.403624139,1.2574
0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,7.8718,-6.26,13.377,1863.9,2.403624139,0.1136,7.95,FCC + Im,0.024036241,2.403624139,1.2574
0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,8.2028,-2.335,10.591,1895.55,2.092874289,0.1,8.025,FCC + Im,0.020928743,2.092874289,1.25035
0,0.1809,0.1206,0.5528,0.0704,0,0,0,0,0,0.0754,0,0,0,8.2529,-2.331,10.6244,1923.8423,2.5202834,0.1111,7.9305,FCC + Im,0.025202834,2.5202834,1.2534487
0,0.1809,0.1206,0.5528,0.0704,0,0,0,0,0,0.0754,0,0,0,8.2529,-2.331,10.6244,1923.8423,2.5202834,0.1111,7.9305,FCC + Im,0.025202834,2.5202834,1.2534487
0.7143,0.0952,0.0952,0,0.0952,0,0,0,0,0,0,0,0,0,3.8993,-14.2766,7.5841,1206.8244,6.003446761,0.1108,6.6658,FCC + Im,0.060034468,6.003446761,1.3794968
0.03,0.3133,0.3133,0,0.3133,0,0,0.03,0,0,0,0,0,0,7.8873,-8.9774,10.8192,1864.5381,3.751592948,0.1227,8.1325,FCC + Im,0.037515929,3.751592948,1.2604418
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.19,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC + Im,0.003021159,0.302115885,1.24675
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,0.037062379,3.706237868,1.258465
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,0.037062379,3.706237868,1.258465
0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,7.7676,-7.3763,13.0394,1835.585,3.706237868,0.1092,8.075,FCC + Im,0.037062379,3.706237868,1.258465
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC + Im,0.041694283,4.16942833,1.2691458
0,0.2353,0.2353,0.2353,0.2353,0,0,0,0,0.0588,0,0,0,0,8.2201,-7.6401,12.7084,1922.9207,3.421941055,0.1071,8.0589,FCC + Im,0.034219411,3.421941055,1.2574663
0,0.2353,0.2353,0.2353,0.2353,0,0,0,0,0.0588,0,0,0,0,8.2201,-7.6401,12.7084,1922.9207,3.421941055,0.1071,8.0589,FCC + Im,0.034219411,3.421941055,1.2574663
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,0.055507619,5.550761911,1.3058281
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,0.055507619,5.550761911,1.3058281
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,0.057239373,5.723937345,1.3089588
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,0.057239373,5.723937345,1.3089588
0.125,0,0,0.3462,0.1731,0,0.3173,0.0385,0,0,0,0,0,0,6.8612,-11.8635,11.8089,1599.3899,5.723937345,0.1495,7.6257,FCC + Im,0.057239373,5.723937345,1.3089588
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.8009,-12.77,12.0647,1592.4915,5.550761911,0.15,7.6961,FCC + Im,0.055507619,5.550761911,1.3058281
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.8009,-12.77,12.0647,1592.4915,5.550761911,0.15,7.6961,FCC + Im,0.055507619,5.550761911,1.3058281
